floe_id,area_px,centroid_x,centroid_y,avg_temp,min_temp,max_temp,std_temp
215,22,338.91432308698495,432.00065402223674,-21.913015365600586,-22.618154525756836,-21.007802963256836,0.3122834861278534
216,0,401.62857142857143,415.9142857142857,-21.32879066467285,-21.811071395874023,-20.77899742126465,0.21021831035614014
217,2,392.9207317073171,424.640243902439,-21.688034057617188,-22.38716697692871,-21.007802963256836,0.35057348012924194
218,47,617.2812109862672,458.37047440699126,-21.436920166015625,-22.156484603881836,-20.55048179626465,0.23232319951057434
219,40,385.311320754717,464.1897677793904,-21.94257926940918,-22.7337703704834,-20.77899742126465,0.31341683864593506
220,7,472.0440881763527,440.0480961923848,-21.667898178100586,-22.27179527282715,-20.664709091186523,0.3558569550514221
221,0,371.2708333333333,445.9791666666667,-21.306245803833008,-21.5811824798584,-21.007802963256836,0.1254783421754837
222,3,492.4,448.89268292682925,-21.469392776489258,-22.0412654876709,-20.77899742126465,0.2873584032058716
223,1,432.5113636363636,448.42045454545456,-21.398754119873047,-21.926137924194336,-20.77899742126465,0.2743740677833557
224,0,227.94285714285715,448.62857142857143,-21.391010284423828,-21.811071395874023,-21.12233543395996,0.15745635330677032
225,18,208.0267716535433,473.1275590551181,-22.252107620239258,-23.313024520874023,-21.12233543395996,0.4029780328273773
226,4,419.8892405063291,470.0379746835443,-21.531667709350586,-22.156484603881836,-20.77899742126465,0.30914413928985596
227,19,505.61641791044775,481.8544776119403,-21.792970657348633,-22.618154525756836,-20.77899742126465,0.3482898771762848
228,7,564.5373737373737,474.1757575757576,-21.600107192993164,-22.27179527282715,-20.77899742126465,0.35142648220062256
229,37,99.8388,494.4068,-22.116779327392578,-22.7337703704834,-21.007802963256836,0.26815253496170044
230,1,321.3285714285714,477.2142857142857,-21.318870544433594,-21.5811824798584,-21.007802963256836,0.11815124750137329
231,11,449.8180661577608,487.3269720101781,-21.577951431274414,-22.156484603881836,-20.77899742126465,0.3086436688899994
232,1,435.8333333333333,509.5833333333333,-21.986162185668945,-22.7337703704834,-20.77899742126465,0.5433534979820251
233,1,298.1123595505618,477.4157303370786,-21.240827560424805,-21.466360092163086,-21.007802963256836,0.1145523190498352
234,7,30.41213389121339,491.1589958158996,-21.756877899169922,-22.38716697692871,-21.007802963256836,0.3806536793708801
235,1,535.7333333333333,490.94666666666666,-21.281408309936523,-21.811071395874023,-20.664709091186523,0.22685390710830688
236,2,301.20359281437123,498.16766467065867,-21.631052017211914,-22.27179527282715,-20.77899742126465,0.3414211869239807
237,4,322.7911392405063,500.0601265822785,-21.43596076965332,-22.0412654876709,-20.77899742126465,0.20292460918426514
238,1,10.220779220779221,497.4415584415584,-21.30403709411621,-22.0412654876709,-20.77899742126465,0.187965527176857
239,8,564.9007092198582,504.5070921985816,-21.505197525024414,-22.0412654876709,-20.664709091186523,0.24220673739910126
240,5,212.06629834254144,505.1491712707182,-21.898420333862305,-22.618154525756836,-21.007802963256836,0.3027670085430145
241,10,386.89619883040933,505.12134502923976,-22.059850692749023,-23.08107566833496,-20.77899742126465,0.6005529761314392
242,1,466.0112359550562,501.2247191011236,-21.387954711914062,-21.926137924194336,-20.664709091186523,0.2986810803413391
243,1,182.1590909090909,503.99242424242425,-21.593549728393555,-22.156484603881836,-21.007802963256836,0.25226205587387085
244,1,6.175257731958763,508.2061855670103,-21.831510543823242,-22.38716697692871,-21.007802963256836,0.3102101683616638
